Alpha,Cl,Cd,Cm
-10.0,-0.4429,0.12198,0.0362
-9.0,-0.3875,0.10568,0.0307
-8.0,-0.5471,0.09132,0.0205
-7.0,-0.5577,0.07515,0.0203
-6.0,-0.5229,0.06304,0.0258
-5.0,-0.337,0.05369,0.0173
-4.0,-0.1068,0.04016,-0.0193
-3.0,-0.0678,0.03479,-0.0208
-2.0,-0.0315,0.03118,-0.0187
-1.0,-0.0076,0.02914,-0.0116
0.0,-0.0,0.02848,-0.0
1.0,0.0076,0.02914,0.0116
2.0,0.0316,0.03118,0.0187
3.0,0.068,0.03478,0.0208
4.0,0.1071,0.04015,0.0192
5.0,0.3374,0.05368,-0.0173
6.0,0.5036,0.06343,-0.0252
7.0,0.5799,0.07432,-0.0197
8.0,0.5478,0.09131,-0.0206
10.0,0.4442,0.12202,-0.0364
