Alpha,Cl,Cd,Cm
-10.0,-0.4604,0.1101,-0.0176
-9.0,-0.468,0.09617,-0.0219
-8.0,-0.4689,0.08351,-0.0222
-7.0,-0.629,0.03814,-0.0362
-6.0,-0.5636,0.02981,-0.0307
-5.0,-0.48,0.02453,-0.0267
-4.0,-0.3906,0.02152,-0.0239
-3.0,-0.3022,0.01951,-0.0217
-2.0,-0.2195,0.01826,-0.0174
-1.0,-0.0161,0.01926,-0.035
0.0,0.1777,0.01994,-0.053
1.0,0.3609,0.01951,-0.0659
2.0,0.4892,0.01906,-0.0666
3.0,0.5999,0.01889,-0.0634
4.0,0.7033,0.01914,-0.059
5.0,0.8012,0.01983,-0.054
6.0,0.8928,0.02048,-0.0477
7.0,0.9694,0.0216,-0.0399
8.0,1.0191,0.02545,-0.0296
9.0,1.0936,0.03166,-0.0244
10.0,1.1838,0.03906,-0.0219
