Alpha,Cl,Cd,Cm
-10.0,-0.976,0.01336,-0.0074
-9.0,-0.8752,0.01156,-0.0051
-8.0,-0.7701,0.0102,-0.0035
-7.0,-0.6629,0.00909,-0.0023
-6.0,-0.5521,0.00841,-0.0017
-4.0,-0.326,0.00755,-0.0014
-3.0,-0.2124,0.00714,-0.0014
-2.0,-0.098,0.00683,-0.0016
-1.0,0.0158,0.00673,-0.0017
0.0,0.1275,0.00746,-0.0021
1.0,0.2296,0.00649,-0.0007
2.0,0.3374,0.00553,0.0002
3.0,0.4766,0.00615,-0.0059
4.0,0.6119,0.00671,-0.0114
5.0,0.7356,0.00718,-0.0145
6.0,0.8611,0.0077,-0.0181
7.0,0.9858,0.00825,-0.0217
8.0,1.1076,0.00886,-0.0249
9.0,1.2061,0.00956,-0.0231
10.0,1.2962,0.01088,-0.02
