Alpha,Cl,Cd,Cm
-10.0,-0.9823,0.04155,-0.0202
-9.0,-0.9256,0.03285,-0.014
-8.0,-0.8461,0.02662,-0.0093
-7.0,-0.763,0.02212,-0.0047
-6.0,-0.6874,0.01849,0.0014
-5.0,-0.6144,0.01581,0.008
-4.0,-0.5358,0.0143,0.0142
-3.0,-0.4521,0.01349,0.0202
-2.0,-0.3688,0.01343,0.027
-1.0,-0.2796,0.01444,0.0329
0.0,0.0,0.01581,-0.0
1.0,0.2795,0.01444,-0.0329
2.0,0.3687,0.01342,-0.027
3.0,0.4521,0.01349,-0.0202
4.0,0.5357,0.0143,-0.0142
5.0,0.6144,0.01581,-0.008
6.0,0.6873,0.01848,-0.0014
7.0,0.763,0.02212,0.0047
8.0,0.8462,0.02662,0.0093
9.0,0.9257,0.03286,0.014
10.0,0.9825,0.04155,0.0202
