Alpha,Cl,Cd,Cm
-10.0,-0.9054,0.05822,-0.0251
-9.0,-0.9155,0.04292,-0.0159
-8.0,-0.8466,0.03409,-0.0108
-7.0,-0.7661,0.02749,-0.0057
-6.0,-0.6871,0.02279,0.0001
-5.0,-0.6153,0.01958,0.0078
-4.0,-0.5398,0.01795,0.0164
-3.0,-0.4613,0.01739,0.0261
-2.0,-0.3682,0.0181,0.0346
-1.0,-0.1133,0.0194,0.0095
0.0,-0.0,0.01852,0.0
1.0,0.1133,0.0194,-0.0095
2.0,0.3682,0.0181,-0.0346
3.0,0.4612,0.01739,-0.0261
4.0,0.5398,0.01795,-0.0164
5.0,0.6152,0.01958,-0.0078
6.0,0.6871,0.02279,-0.0001
7.0,0.7661,0.02749,0.0057
8.0,0.8466,0.03409,0.0108
9.0,0.9156,0.04293,0.0159
10.0,0.9055,0.05824,0.025
