Alpha,Cl,Cd,Cm
-20.0,-0.5348,0.20849,0.0291
-19.0,-0.528,0.19904,0.0234
-18.0,-0.5198,0.191,0.0184
-17.0,-0.494,0.17844,0.0158
-16.0,-0.4816,0.16829,0.0119
-15.0,-0.4728,0.15874,0.0084
-14.0,-0.4694,0.14934,0.0052
-13.0,-0.4722,0.14033,0.0031
-12.0,-0.4919,0.12907,-0.0007
-11.0,-0.5267,0.1132,-0.0058
-10.0,-0.8876,0.0401,-0.0279
-9.0,-0.884,0.02642,-0.0175
-8.0,-0.8166,0.01859,-0.0122
-7.0,-0.7412,0.01305,-0.0066
-6.0,-0.6674,0.00864,-0.0005
-5.0,-0.6006,0.00569,0.007
-4.0,-0.5292,0.00415,0.0144
-3.0,-0.453,0.00336,0.0217
-2.0,-0.379,0.0031,0.0297
-1.0,-0.3032,0.00346,0.0368
0.0,-0.0,0.0046,0.0
1.0,0.3034,0.00345,-0.0368
2.0,0.379,0.00308,-0.0297
3.0,0.453,0.00332,-0.0217
4.0,0.529,0.00409,-0.0144
5.0,0.6004,0.00562,-0.007
6.0,0.6672,0.00855,0.0006
7.0,0.741,0.01295,0.0066
8.0,0.8164,0.01848,0.0122
9.0,0.9247,0.0379,0.0144
10.0,0.9634,0.04819,0.0221
11.0,0.6591,0.1108,-0.0025
12.0,0.6544,0.1351,-0.0115
13.0,0.661,0.15211,-0.0168
14.0,0.6643,0.16716,-0.0241
15.0,0.6776,0.181,-0.031
16.0,0.714,0.19702,-0.0351
17.0,0.7592,0.21513,-0.0385
18.0,0.7588,0.22177,-0.0517
19.0,0.786,0.23495,-0.0608
20.0,0.8286,0.25213,-0.0651
