Alpha,Cl,Cd,Cm
-10.0,-0.8773,0.0646,-0.025
-9.0,-0.9042,0.0471,-0.0172
-8.0,-0.8438,0.03717,-0.0115
-7.0,-0.7677,0.02973,-0.006
-6.0,-0.6892,0.02456,0.0001
-5.0,-0.6167,0.02122,0.0083
-4.0,-0.5419,0.01962,0.018
-3.0,-0.463,0.01933,0.0292
-2.0,-0.3316,0.02061,0.0319
-1.0,-0.0206,0.02056,-0.006
0.0,-0.0,0.01938,0.0
1.0,0.0205,0.02056,0.006
2.0,0.3316,0.0206,-0.0319
3.0,0.463,0.01932,-0.0292
4.0,0.5419,0.01962,-0.018
5.0,0.6166,0.02122,-0.0083
6.0,0.6891,0.02456,-0.0001
7.0,0.7677,0.02973,0.006
8.0,0.8438,0.03717,0.0114
9.0,0.9043,0.0471,0.0171
10.0,0.8774,0.06462,0.0249
