Alpha,Cl,Cd,Cm
-9.0,-0.8521,0.05914,-0.0188
-8.0,-0.8362,0.04448,-0.0121
-7.0,-0.7699,0.03531,-0.006
-6.0,-0.6931,0.02916,0.0008
-5.0,-0.6202,0.02559,0.0108
-4.0,-0.542,0.02457,0.0238
-3.0,-0.4245,0.02564,0.0328
-2.0,-0.1205,0.02566,0.0007
-1.0,0.0242,0.02228,-0.0151
0.0,-0.0,0.02141,-0.0
1.0,-0.0242,0.02227,0.0151
2.0,0.1204,0.02565,-0.0006
3.0,0.4245,0.02564,-0.0328
4.0,0.5419,0.02457,-0.0238
5.0,0.6202,0.02559,-0.0108
6.0,0.693,0.02915,-0.0008
7.0,0.7699,0.03531,0.006
8.0,0.8362,0.04448,0.0121
9.0,0.8522,0.05915,0.0187
