Alpha,Cl,Cd,Cm
-10.0,-0.9074,0.05766,-0.0251
-9.0,-0.9156,0.04287,-0.0158
-8.0,-0.8469,0.03379,-0.0107
-7.0,-0.7661,0.0273,-0.0057
-6.0,-0.687,0.02263,0.0001
-5.0,-0.6152,0.01944,0.0078
-4.0,-0.5398,0.01782,0.0163
-3.0,-0.4613,0.01722,0.0258
-2.0,-0.3706,0.01789,0.0347
-1.0,-0.1215,0.01927,0.0108
0.0,-0.0,0.01845,0.0
1.0,0.1215,0.01927,-0.0108
2.0,0.3705,0.01788,-0.0347
3.0,0.4612,0.01722,-0.0258
4.0,0.5397,0.01781,-0.0163
5.0,0.6152,0.01944,-0.0078
6.0,0.6869,0.02263,-0.0001
7.0,0.7661,0.02729,0.0057
8.0,0.8469,0.03378,0.0107
9.0,0.9156,0.04287,0.0158
10.0,0.9075,0.05767,0.025
