Alpha,Cl,Cd,Cm
-10.0,-0.4766,0.11828,-0.0135
-9.0,-0.4477,0.10365,-0.0131
-8.0,-0.4357,0.09075,-0.0123
-7.0,-0.4384,0.07833,-0.0094
-6.0,-0.5594,0.03623,-0.0319
-5.0,-0.4814,0.02922,-0.0276
-4.0,-0.3957,0.02515,-0.0239
-3.0,-0.3069,0.02209,-0.0206
-2.0,-0.2386,0.0203,-0.0098
-1.0,-0.1275,0.02107,-0.0148
0.0,0.0184,0.02394,-0.028
1.0,0.2013,0.02644,-0.0452
2.0,0.3727,0.02786,-0.0571
3.0,0.524,0.02825,-0.0623
4.0,0.6535,0.02807,-0.0613
5.0,0.7693,0.0278,-0.0569
6.0,0.8816,0.02681,-0.0502
7.0,0.9669,0.0271,-0.0411
8.0,1.0246,0.03,-0.03
9.0,1.0974,0.03703,-0.024
10.0,1.1724,0.04629,-0.0196
