Alpha,Cl,Cd,Cm
-10.0,-0.5134,0.12296,0.0321
-9.0,-0.4993,0.10949,0.0321
-8.0,-0.7508,0.06314,-0.0082
-7.0,-0.7434,0.04751,-0.0035
-6.0,-0.6812,0.03948,0.0058
-5.0,-0.5996,0.0365,0.0205
-4.0,-0.422,0.03804,0.0271
-3.0,-0.0987,0.03259,-0.0121
-2.0,-0.0166,0.02769,-0.0196
-1.0,0.0067,0.02537,-0.0133
0.0,-0.0,0.02461,-0.0
1.0,-0.0066,0.02536,0.0133
2.0,0.0166,0.02768,0.0196
3.0,0.0988,0.03257,0.0121
4.0,0.4221,0.03803,-0.0271
5.0,0.5996,0.03649,-0.0205
6.0,0.6812,0.03948,-0.0058
7.0,0.7434,0.0475,0.0035
8.0,0.7509,0.06314,0.0081
9.0,0.6815,0.08831,0.0021
10.0,0.5147,0.12302,-0.0323
