Alpha,Cl,Cd,Cm
-10.0,-0.9852,0.04034,-0.0199
-9.0,-0.9264,0.03197,-0.0138
-8.0,-0.8462,0.0264,-0.0091
-7.0,-0.7632,0.0217,-0.0046
-6.0,-0.6875,0.01822,0.0015
-5.0,-0.6146,0.01556,0.0081
-4.0,-0.5356,0.01407,0.0142
-3.0,-0.4516,0.01326,0.0199
-2.0,-0.3674,0.01316,0.0263
-1.0,-0.2741,0.01413,0.0312
0.0,-0.0,0.01542,-0.0
1.0,0.2741,0.01413,-0.0312
2.0,0.3674,0.01315,-0.0263
3.0,0.4515,0.01326,-0.0199
4.0,0.5355,0.01407,-0.0142
5.0,0.6146,0.01556,-0.0081
6.0,0.6875,0.01821,-0.0015
7.0,0.7632,0.0217,0.0046
8.0,0.8462,0.0264,0.0091
9.0,0.9265,0.03197,0.0138
10.0,0.9854,0.04034,0.0199
