Alpha,Cl,Cd,Cm
-9.0,-0.8236,0.06332,-0.0184
-8.0,-0.825,0.04698,-0.0125
-7.0,-0.7663,0.03694,-0.0061
-6.0,-0.6926,0.03042,0.0011
-5.0,-0.6191,0.02685,0.0117
-4.0,-0.541,0.02589,0.0255
-3.0,-0.394,0.02749,0.0306
-2.0,-0.0655,0.02591,-0.0089
-1.0,0.0212,0.02272,-0.0148
0.0,-0.0,0.02187,-0.0
1.0,-0.0212,0.02272,0.0148
2.0,0.0655,0.0259,0.0089
3.0,0.394,0.02749,-0.0306
4.0,0.541,0.02589,-0.0255
5.0,0.6191,0.02685,-0.0117
6.0,0.6925,0.03042,-0.0011
7.0,0.7663,0.03694,0.0061
8.0,0.825,0.04698,0.0125
9.0,0.8237,0.06334,0.0183
