Alpha,Cl,Cd,Cm
-10.0,-0.8865,0.02019,-0.0256
-9.0,-0.8009,0.01779,-0.0209
-8.0,-0.7107,0.0161,-0.0164
-7.0,-0.6099,0.01536,-0.0139
-6.0,-0.5076,0.01426,-0.0117
-5.0,-0.4027,0.01259,-0.01
-4.0,-0.2956,0.01146,-0.0087
-3.0,-0.1871,0.0104,-0.0074
-2.0,-0.0803,0.00909,-0.0059
-1.0,0.0304,0.00837,-0.0051
0.0,0.1212,0.00571,-0.0012
1.0,0.2946,0.00657,-0.0135
2.0,0.466,0.00814,-0.0275
3.0,0.5802,0.00862,-0.0287
4.0,0.6843,0.0091,-0.0277
5.0,0.7861,0.00969,-0.0262
6.0,0.8849,0.01035,-0.0242
7.0,0.9814,0.01113,-0.0218
8.0,1.0753,0.01206,-0.019
9.0,1.1661,0.01311,-0.0158
10.0,1.2542,0.01419,-0.0123
