Alpha,Cl,Cd,Cm
-10.0,-0.846,0.07027,-0.0242
-9.0,-0.8919,0.05119,-0.0179
-8.0,-0.8397,0.03995,-0.012
-7.0,-0.7684,0.03178,-0.0061
-6.0,-0.6906,0.02623,0.0002
-5.0,-0.6185,0.02276,0.009
-4.0,-0.5431,0.0213,0.0199
-3.0,-0.46,0.02136,0.0319
-2.0,-0.2637,0.02302,0.0231
-1.0,0.0333,0.02108,-0.0159
0.0,-0.0,0.02015,-0.0
1.0,-0.0332,0.02108,0.0159
2.0,0.2637,0.02301,-0.023
3.0,0.46,0.02136,-0.0319
4.0,0.543,0.0213,-0.0199
5.0,0.6184,0.02276,-0.009
6.0,0.6905,0.02622,-0.0002
7.0,0.7684,0.03178,0.0061
8.0,0.8397,0.03995,0.012
9.0,0.892,0.05119,0.0179
10.0,0.7762,0.07595,0.0221
