Alpha,Cl,Cd,Cm
-10.0,-0.9491,0.01568,-0.0128
-9.0,-0.8554,0.01328,-0.0093
-8.0,-0.7538,0.0117,-0.0071
-7.0,-0.6463,0.01088,-0.0059
-6.0,-0.5361,0.01028,-0.0052
-5.0,-0.4256,0.0096,-0.0046
-4.0,-0.315,0.00888,-0.0039
-3.0,-0.2016,0.00858,-0.0039
-2.0,-0.0909,0.00773,-0.0032
-1.0,0.0224,0.0073,-0.0031
0.0,0.1323,0.00687,-0.0026
1.0,0.2135,0.0055,0.0029
2.0,0.3785,0.00669,-0.0087
3.0,0.5288,0.00739,-0.0174
4.0,0.6598,0.00785,-0.0221
5.0,0.7879,0.00831,-0.0263
6.0,0.8983,0.00886,-0.0267
7.0,0.9971,0.00946,-0.0247
8.0,1.0944,0.01014,-0.0225
9.0,1.1895,0.01096,-0.02
10.0,1.2819,0.01188,-0.0172
