Alpha,Cl,Cd,Cm
-10.0,-0.3417,0.10399,-0.0247
-9.0,-0.3812,0.0903,-0.0278
-8.0,-0.3554,0.07624,-0.0243
-7.0,-0.6124,0.02785,-0.0343
-6.0,-0.5607,0.01852,-0.0281
-4.0,-0.4019,0.00863,-0.0207
-3.0,-0.3227,0.00671,-0.0179
-2.0,-0.1912,0.00548,-0.0237
-1.0,0.029,0.00616,-0.0396
0.0,0.2077,0.00595,-0.0568
1.0,0.3552,0.00576,-0.0636
2.0,0.4728,0.00579,-0.0631
3.0,0.574,0.00618,-0.059
4.0,0.6725,0.00679,-0.0544
5.0,0.7694,0.0076,-0.0495
6.0,0.8605,0.00855,-0.0433
7.0,0.9316,0.01016,-0.035
9.0,1.0931,0.03196,-0.0242
10.0,1.1807,0.03929,-0.0212
