Alpha,Cl,Cd,Cm
-10.0,-0.9857,0.04306,-0.0195
-9.0,-0.9264,0.03406,-0.0139
-8.0,-0.8461,0.02741,-0.0096
-7.0,-0.7629,0.02277,-0.0048
-6.0,-0.6868,0.01895,0.0011
-5.0,-0.6143,0.01619,0.0079
-4.0,-0.536,0.01466,0.0143
-3.0,-0.4531,0.01386,0.0206
-2.0,-0.3708,0.01383,0.028
-1.0,-0.2752,0.01493,0.0329
0.0,0.0,0.01634,-0.0
1.0,0.2752,0.01493,-0.0329
2.0,0.3708,0.01383,-0.028
3.0,0.453,0.01386,-0.0206
4.0,0.536,0.01466,-0.0143
5.0,0.6143,0.01618,-0.0079
6.0,0.6867,0.01895,-0.0011
7.0,0.7629,0.02277,0.0048
8.0,0.8461,0.02741,0.0096
9.0,0.9264,0.03406,0.0139
10.0,0.9858,0.04306,0.0195
