Alpha,Cl,Cd,Cm
-10.0,-0.3141,0.1066,0.0122
-9.0,-0.2802,0.09317,0.0062
-8.0,-0.2476,0.08037,0.0002
-7.0,-0.4204,0.08152,0.0256
-6.0,-0.306,0.06564,0.0124
-5.0,-0.1501,0.04936,-0.0168
-4.0,-0.1139,0.04243,-0.0202
-3.0,-0.0765,0.03736,-0.0208
-2.0,-0.0412,0.03398,-0.0179
-1.0,-0.0154,0.03208,-0.0106
0.0,-0.0,0.03147,-0.0
1.0,0.0154,0.03208,0.0106
2.0,0.0412,0.03397,0.0179
3.0,0.0766,0.03734,0.0208
4.0,0.1142,0.04241,0.0201
5.0,0.1505,0.04933,0.0168
6.0,0.3064,0.06561,-0.0125
7.0,0.436,0.08219,-0.0271
8.0,0.4543,0.09673,-0.0295
9.0,0.2813,0.09315,-0.0065
10.0,0.3154,0.10659,-0.0124
