Alpha,Cl,Cd,Cm
-10.0,-0.7887,0.07719,-0.0219
-9.0,-0.87,0.05482,-0.0189
-8.0,-0.8417,0.0415,-0.0117
-7.0,-0.7704,0.03316,-0.0059
-6.0,-0.6918,0.0274,0.0004
-5.0,-0.6187,0.02391,0.0097
-4.0,-0.5438,0.0225,0.0214
-3.0,-0.4541,0.02288,0.0333
-2.0,-0.2007,0.02438,0.0135
-1.0,0.0294,0.02157,-0.0155
0.0,-0.0,0.02066,0.0
1.0,-0.0294,0.02156,0.0155
2.0,0.2006,0.02438,-0.0135
3.0,0.454,0.02287,-0.0333
4.0,0.5438,0.0225,-0.0214
5.0,0.6186,0.0239,-0.0096
6.0,0.6918,0.02739,-0.0004
7.0,0.7704,0.03316,0.0059
8.0,0.8417,0.0415,0.0117
9.0,0.8701,0.05483,0.0188
10.0,0.7889,0.07723,0.0218
