Alpha,Cl,Cd,Cm
-10.0,-0.9365,0.05312,-0.0238
-9.0,-0.9141,0.04036,-0.0162
-8.0,-0.8481,0.03196,-0.0101
-7.0,-0.7647,0.02595,-0.0056
-6.0,-0.6863,0.02154,0.0003
-5.0,-0.6145,0.01845,0.0076
-4.0,-0.5386,0.01683,0.0155
-3.0,-0.4591,0.01613,0.024
-2.0,-0.3767,0.01652,0.0335
-1.0,-0.1797,0.01813,0.0199
0.0,-0.0,0.0179,0.0
1.0,0.1797,0.01812,-0.0199
2.0,0.3767,0.01652,-0.0335
3.0,0.4591,0.01613,-0.024
4.0,0.5385,0.01683,-0.0155
5.0,0.6145,0.01845,-0.0076
6.0,0.6863,0.02154,-0.0003
7.0,0.7647,0.02595,0.0056
8.0,0.8481,0.03196,0.0101
9.0,0.9142,0.04036,0.0162
10.0,0.9366,0.05313,0.0238
