Alpha,Cl,Cd,Cm
-10.0,-0.4685,0.10637,-0.0206
-9.0,-0.5395,0.09056,-0.0343
-8.0,-0.665,0.04602,-0.0432
-7.0,-0.637,0.03345,-0.035
-6.0,-0.5659,0.02657,-0.0297
-5.0,-0.4796,0.02223,-0.026
-4.0,-0.3902,0.01971,-0.0235
-3.0,-0.3018,0.01828,-0.0217
-2.0,-0.1477,0.01701,-0.0307
-1.0,0.0804,0.01735,-0.0507
0.0,0.2641,0.01677,-0.0657
1.0,0.406,0.01589,-0.0698
2.0,0.5148,0.01545,-0.0667
3.0,0.6117,0.01571,-0.0618
4.0,0.7088,0.01634,-0.0573
5.0,0.8042,0.01713,-0.0525
6.0,0.894,0.01809,-0.047
7.0,0.9695,0.01942,-0.0398
8.0,1.02,0.02349,-0.0302
9.0,1.0872,0.02898,-0.0239
10.0,1.1778,0.03547,-0.0216
