Alpha,Cl,Cd,Cm
-10.0,-0.5238,0.12501,0.0337
-9.0,-0.4918,0.10949,0.0326
-8.0,-0.7317,0.06581,-0.0065
-7.0,-0.7386,0.04881,-0.0029
-6.0,-0.6839,0.03998,0.0063
-5.0,-0.5958,0.03755,0.0215
-4.0,-0.3991,0.03906,0.0254
-3.0,-0.0647,0.03207,-0.0187
-2.0,-0.0176,0.0279,-0.0196
-1.0,0.0056,0.0256,-0.0132
0.0,-0.0,0.02485,-0.0
1.0,-0.0056,0.0256,0.0131
2.0,0.0177,0.02789,0.0195
3.0,0.0647,0.03205,0.0187
4.0,0.3993,0.03905,-0.0254
5.0,0.5958,0.03754,-0.0215
6.0,0.6839,0.03997,-0.0063
7.0,0.7386,0.04881,0.0028
8.0,0.7593,0.06328,0.008
9.0,0.6289,0.09473,-0.0061
10.0,0.5261,0.12522,-0.034
