Alpha,Cl,Cd,Cm
-10.0,-0.9084,0.05748,-0.0251
-9.0,-0.9151,0.0428,-0.0159
-8.0,-0.847,0.03371,-0.0107
-7.0,-0.7661,0.02725,-0.0057
-6.0,-0.6869,0.0226,0.0001
-5.0,-0.6152,0.01941,0.0078
-4.0,-0.5397,0.01778,0.0162
-3.0,-0.4613,0.01718,0.0258
-2.0,-0.3711,0.01784,0.0347
-1.0,-0.1235,0.01924,0.0111
0.0,-0.0,0.01843,0.0
1.0,0.1234,0.01923,-0.0111
2.0,0.3711,0.01783,-0.0347
3.0,0.4612,0.01718,-0.0257
4.0,0.5397,0.01778,-0.0162
5.0,0.6152,0.01941,-0.0078
6.0,0.6869,0.0226,-0.0001
7.0,0.7661,0.02725,0.0057
8.0,0.847,0.03371,0.0107
9.0,0.9151,0.0428,0.0159
10.0,0.9086,0.05749,0.025
