Alpha,Cl,Cd,Cm
-10.0,-0.4078,0.12372,0.0039
-9.0,-0.3827,0.11165,0.0061
-8.0,-0.3416,0.09826,0.0082
-7.0,-0.3109,0.08431,0.0067
-6.0,-0.5344,0.05464,-0.0255
-5.0,-0.4884,0.04191,-0.0235
-4.0,-0.4138,0.034,-0.0188
-3.0,-0.3396,0.02912,-0.0095
-2.0,-0.12,0.02603,-0.0242
-1.0,-0.1124,0.02564,-0.0154
0.0,-0.0513,0.02739,-0.0132
1.0,0.0132,0.03024,-0.0126
2.0,0.0769,0.03412,-0.0133
3.0,0.1854,0.04034,-0.0236
4.0,0.3454,0.04819,-0.0414
5.0,0.475,0.05534,-0.0508
6.0,0.578,0.06249,-0.0536
7.0,0.6958,0.06835,-0.0527
8.0,0.8498,0.06476,-0.0392
9.0,0.999,0.06079,-0.0242
