Alpha,Cl,Cd,Cm
-10.0,-0.4903,0.10412,-0.0245
-9.0,-0.4776,0.09033,-0.0267
-8.0,-0.6909,0.04158,-0.0413
-7.0,-0.6395,0.03204,-0.0347
-6.0,-0.5664,0.02559,-0.0293
-5.0,-0.4798,0.02183,-0.0257
-4.0,-0.3902,0.01927,-0.0233
-3.0,-0.2944,0.0179,-0.0231
-2.0,-0.1293,0.01652,-0.034
-1.0,0.1058,0.01674,-0.0546
0.0,0.2873,0.01584,-0.069
1.0,0.4115,0.01505,-0.0698
2.0,0.515,0.01474,-0.0659
3.0,0.6131,0.015,-0.0613
4.0,0.7109,0.01565,-0.057
5.0,0.8049,0.01648,-0.0522
6.0,0.8931,0.0175,-0.0467
7.0,0.9697,0.01889,-0.0398
8.0,1.0214,0.02294,-0.0305
9.0,1.0861,0.02821,-0.0239
10.0,1.173,0.03436,-0.0209
