Alpha,Cl,Cd,Cm
-10.0,-0.3147,0.10778,0.0098
-9.0,-0.282,0.09467,0.0038
-8.0,-0.2509,0.08218,-0.0022
-7.0,-0.2206,0.07067,-0.0082
-6.0,-0.1898,0.06055,-0.0138
-5.0,-0.1574,0.05212,-0.0183
-4.0,-0.1226,0.04554,-0.0208
-3.0,-0.0862,0.04077,-0.0205
-2.0,-0.0512,0.03762,-0.0169
-1.0,-0.0227,0.03586,-0.0096
0.0,-0.0,0.03529,-0.0
1.0,0.0227,0.03585,0.0096
2.0,0.0513,0.03761,0.0168
3.0,0.0864,0.04076,0.0205
4.0,0.1229,0.04553,0.0207
5.0,0.1578,0.0521,0.0182
6.0,0.1904,0.06052,0.0137
7.0,0.2213,0.07064,0.0081
8.0,0.2518,0.08215,0.0021
9.0,0.2831,0.09464,-0.004
10.0,0.3159,0.10777,-0.01
