Alpha,Cl,Cd,Cm
-10.0,-0.9824,0.01269,-0.0062
-9.0,-0.8788,0.01125,-0.0044
-8.0,-0.7735,0.00989,-0.0028
-7.0,-0.666,0.00878,-0.0017
-6.0,-0.555,0.00811,-0.0011
-5.0,-0.4423,0.00763,-0.0009
-4.0,-0.3286,0.00724,-0.0009
-3.0,-0.2138,0.007,-0.0011
-2.0,-0.1,0.00662,-0.0012
-1.0,0.014,0.00672,-0.0015
0.0,0.1261,0.0074,-0.0019
1.0,0.2317,0.00663,-0.001
2.0,0.3273,0.00526,0.0024
3.0,0.4646,0.00588,-0.0033
4.0,0.6033,0.00641,-0.0095
5.0,0.7249,0.00691,-0.012
6.0,0.8505,0.00745,-0.0157
7.0,0.9758,0.00798,-0.0194
8.0,1.0975,0.00856,-0.0225
9.0,1.21,0.00927,-0.0238
10.0,1.2996,0.01067,-0.0207
