Alpha,Cl,Cd,Cm
-10.0,-0.809,0.07289,-0.0236
-9.0,-0.8906,0.05126,-0.018
-8.0,-0.8396,0.03999,-0.012
-7.0,-0.7684,0.03181,-0.0061
-6.0,-0.6906,0.02625,0.0002
-5.0,-0.6185,0.02278,0.009
-4.0,-0.543,0.02132,0.0199
-3.0,-0.4598,0.02139,0.0319
-2.0,-0.2621,0.02305,0.0228
-1.0,0.0332,0.02109,-0.0159
0.0,-0.0,0.02016,-0.0
1.0,-0.0332,0.02109,0.0159
2.0,0.262,0.02305,-0.0228
3.0,0.4598,0.02139,-0.0319
4.0,0.543,0.02132,-0.0199
5.0,0.6185,0.02278,-0.009
6.0,0.6905,0.02625,-0.0002
7.0,0.7683,0.03181,0.0061
8.0,0.8396,0.03999,0.012
9.0,0.8908,0.05126,0.018
10.0,0.7761,0.07601,0.0221
