alpha,CL,CD,CM
-30,-0.6693,0.32115,0.0808
-29,-0.6587,0.30944,0.0753
-28,-0.6476,0.2974,0.0699
-27,-0.6353,0.2859,0.0646
-26,-0.6229,0.27402,0.0592
-25,-0.61,0.26306,0.0538
-24,-0.5954,0.25122,0.0488
-23,-0.588,0.24239,0.0424
-22,-0.5654,0.22918,0.0389
-21,-0.5651,0.22144,0.0317
-20,-0.5361,0.20809,0.0291
-19,-0.5227,0.19738,0.0243
-18,-0.5376,0.19277,0.0166
-17,-0.5005,0.1782,0.0149
-16,-0.727,0.1965,0.0318
-15,-0.6921,0.18049,0.0277
-14,-0.6601,0.16468,0.0239
-13,-0.6497,0.14942,0.0176
-12,-0.4844,0.12615,-0.0009
-11,-0.4999,0.11027,-0.0047
-10,-0.9146,0.03485,-0.0258
-9,-0.886,0.02344,-0.0174
-8,-0.8174,0.01666,-0.0116
-7,-0.7395,0.0114,-0.0065
-6,-0.6678,0.00756,-0.0001
-5,-0.6009,0.00493,0.0072
-4,-0.5286,0.00357,0.014
-3,-0.4506,0.00288,0.0204
-2,-0.3738,0.00262,0.027
-1,-0.2576,0.00297,0.0266
0,0.0001,0.00353,0
1,0.2575,0.00296,-0.0265
2,0.3738,0.0026,-0.027
3,0.4506,0.00284,-0.0204
4,0.5285,0.00351,-0.014
5,0.6007,0.00486,-0.0072
6,0.6676,0.00746,0.0001
7,0.7393,0.0113,0.0065
8,0.8172,0.01655,0.0116
9,0.8858,0.0233,0.0174
10,0.9724,0.0443,0.0213
11,0.9904,0.0576,0.0275
12,0.7195,0.11112,0.0046
13,0.6498,0.14951,-0.018
14,0.6606,0.16478,-0.0242
15,0.692,0.18055,-0.0281
16,0.4822,0.16708,-0.0115
17,0.4998,0.17787,-0.0146
18,0.5344,0.19179,-0.0166
19,0.5213,0.19692,-0.0241
20,0.5349,0.20759,-0.0288
21,0.5622,0.22039,-0.0316
22,0.5639,0.2286,-0.0386
23,0.5868,0.24185,-0.042
24,0.5938,0.25053,-0.0485
25,0.6084,0.26232,-0.0534
26,0.6212,0.27321,-0.0589
27,0.6336,0.28504,-0.0641
28,0.6458,0.29646,-0.0695
29,0.657,0.30843,-0.0748
30,0.6674,0.32005,-0.0803
