Alpha,Cl,Cd,Cm
-10.0,-0.8829,0.06467,-0.0248
-9.0,-0.8943,0.04803,-0.0181
-8.0,-0.8437,0.03747,-0.0115
-7.0,-0.7677,0.02997,-0.006
-6.0,-0.6891,0.02473,0.0001
-5.0,-0.617,0.02138,0.0084
-4.0,-0.5423,0.01978,0.0182
-3.0,-0.4639,0.01948,0.0295
-2.0,-0.3313,0.02079,0.0321
-1.0,-0.0109,0.02062,-0.0077
0.0,-0.0,0.01946,-0.0
1.0,0.0108,0.02061,0.0077
2.0,0.3312,0.02079,-0.0321
3.0,0.4638,0.01948,-0.0295
4.0,0.5422,0.01978,-0.0182
5.0,0.6169,0.02138,-0.0084
6.0,0.6891,0.02473,-0.0001
7.0,0.7677,0.02997,0.006
8.0,0.8437,0.03747,0.0115
9.0,0.8944,0.04802,0.018
10.0,0.883,0.06469,0.0247
