Alpha,Cl,Cd,Cm
-10.0,-0.9898,0.01193,-0.0048
-9.0,-0.8851,0.01059,-0.0032
-8.0,-0.7779,0.00951,-0.002
-7.0,-0.6694,0.00849,-0.0009
-6.0,-0.559,0.0077,-0.0003
-5.0,-0.4462,0.00719,-0.0001
-4.0,-0.3322,0.00682,-0.0001
-3.0,-0.2174,0.00659,-0.0003
-2.0,-0.1028,0.00638,-0.0006
-1.0,0.0112,0.00675,-0.0011
0.0,0.1243,0.00723,-0.0016
1.0,0.2338,0.00675,-0.0012
2.0,0.3307,0.00539,0.0015
3.0,0.4479,0.00547,0.0005
4.0,0.59,0.00602,-0.0065
5.0,0.7095,0.00653,-0.0085
6.0,0.836,0.007,-0.0123
7.0,0.9615,0.00753,-0.0161
8.0,1.0833,0.00814,-0.0192
9.0,1.2016,0.00886,-0.0217
10.0,1.3061,0.01025,-0.0219
