Alpha,Cl,Cd,Cm
-10.0,-0.8733,0.06451,-0.0251
-9.0,-0.9058,0.047,-0.0169
-8.0,-0.8443,0.03686,-0.0114
-7.0,-0.7677,0.02951,-0.0059
-6.0,-0.689,0.02442,0.0001
-5.0,-0.6165,0.02107,0.0083
-4.0,-0.5415,0.01948,0.0179
-3.0,-0.4626,0.01917,0.0289
-2.0,-0.3346,0.0204,0.0321
-1.0,-0.0293,0.02051,-0.0045
0.0,-0.0,0.0193,0.0
1.0,0.0293,0.0205,0.0045
2.0,0.3346,0.0204,-0.0321
3.0,0.4626,0.01917,-0.0289
4.0,0.5415,0.01948,-0.0179
5.0,0.6164,0.02107,-0.0083
6.0,0.6889,0.02441,-0.0001
7.0,0.7677,0.02951,0.0059
8.0,0.8443,0.03686,0.0114
9.0,0.9058,0.047,0.0169
10.0,0.8734,0.06453,0.0251
