Alpha,Cl,Cd,Cm
-10.0,-0.3911,0.12144,0.0211
-9.0,-0.3483,0.10832,0.0197
-8.0,-0.2952,0.09446,0.0158
-6.0,-0.4208,0.06629,0.0155
-5.0,-0.3525,0.05839,0.0179
-4.0,-0.2334,0.05153,0.0125
-3.0,-0.0462,0.04343,-0.0094
-2.0,0.0644,0.03709,-0.0231
-1.0,0.0542,0.03513,-0.0146
0.0,-0.0,0.03472,0.0
1.0,-0.0542,0.03513,0.0146
2.0,-0.0644,0.03707,0.0231
3.0,0.0464,0.04341,0.0094
4.0,0.2337,0.05151,-0.0125
5.0,0.3528,0.05837,-0.0179
6.0,0.4212,0.06627,-0.0156
7.0,0.4571,0.0765,-0.012
8.0,0.4593,0.09007,-0.0109
