Alpha,Cl,Cd,Cm
-15,-0.7177,0.19452,0.0278
-14,-0.6838,0.17662,0.0228
-13,-0.6326,0.15812,0.0213
-12,-0.6079,0.14355,0.0174
-11,-0.6049,0.12792,0.0118
-10,-0.6393,0.11328,0.0034
-9,-0.8317,0.05626,-0.03
-8,-0.8665,0.04016,-0.0203
-7,-0.8172,0.03005,-0.0108
-6,-0.735,0.02367,-0.0034
-5,-0.6548,0.01929,0.0047
-4,-0.5788,0.01669,0.0138
-3,-0.4959,0.01553,0.0228
-2,-0.4142,0.01544,0.0331
-1,-0.3101,0.01694,0.0399
0,0,0.01863,0
1,0.31,0.01694,-0.0399
2,0.4142,0.01544,-0.0331
3,0.4958,0.01553,-0.0228
4,0.5787,0.01668,-0.0138
5,0.6547,0.01929,-0.0047
6,0.7349,0.02367,0.0034
7,0.8172,0.03004,0.0108
8,0.8665,0.04016,0.0203
9,0.8318,0.05628,0.03
10,0.753,0.07822,0.0274
11,0.6071,0.12797,-0.0119
12,0.6087,0.14361,-0.0177
13,0.6341,0.15825,-0.0215
14,0.6883,0.1773,-0.0225
15,0.4664,0.16051,-0.0087
