Alpha,Cl,Cd,Cm
-10.0,-0.9661,0.04827,-0.0215
-9.0,-0.9202,0.03756,-0.0152
-8.0,-0.8476,0.02973,-0.0098
-7.0,-0.7637,0.02452,-0.0053
-6.0,-0.6859,0.02037,0.0006
-5.0,-0.6141,0.01741,0.0076
-4.0,-0.5373,0.01582,0.0148
-3.0,-0.4562,0.01506,0.0223
-2.0,-0.3762,0.01521,0.0312
-1.0,-0.2362,0.01666,0.0283
0.0,-0.0,0.01731,0.0
1.0,0.2362,0.01666,-0.0283
2.0,0.3762,0.01521,-0.0312
3.0,0.4561,0.01506,-0.0223
4.0,0.5372,0.01582,-0.0148
5.0,0.6141,0.01741,-0.0076
6.0,0.6859,0.02037,-0.0006
7.0,0.7637,0.02452,0.0053
8.0,0.8476,0.02973,0.0098
9.0,0.9202,0.03756,0.0152
10.0,0.9662,0.04827,0.0215
