Alpha,Cl,Cd,Cm
-10.0,-0.4139,0.12542,0.0057
-9.0,-0.3612,0.10988,0.0061
-8.0,-0.3296,0.09798,0.0091
-7.0,-0.3012,0.08437,0.0075
-6.0,-0.5304,0.05639,-0.0238
-5.0,-0.4887,0.04314,-0.0223
-4.0,-0.4157,0.03474,-0.0181
-3.0,-0.3433,0.02976,-0.0081
-2.0,-0.1206,0.02638,-0.0241
-1.0,-0.1114,0.02602,-0.0155
0.0,-0.0506,0.02773,-0.0132
1.0,0.0137,0.03055,-0.0125
2.0,0.0773,0.0344,-0.0131
3.0,0.1386,0.03924,-0.0147
4.0,0.3278,0.04865,-0.0392
5.0,0.4487,0.0562,-0.0486
6.0,0.5606,0.06396,-0.0536
7.0,0.6479,0.07201,-0.0531
8.0,0.7489,0.0773,-0.0463
9.0,0.8081,0.08493,-0.037
10.0,0.7845,0.10493,-0.0385
