Alpha,Cl,Cd,Cm
-10.0,-0.4668,0.1085,-0.0194
-9.0,-0.473,0.09419,-0.0238
-8.0,-0.4763,0.08081,-0.0246
-7.0,-0.6314,0.03611,-0.036
-6.0,-0.5648,0.02808,-0.0302
-5.0,-0.4797,0.02357,-0.0263
-4.0,-0.3902,0.02067,-0.0237
-3.0,-0.3019,0.01896,-0.0217
-2.0,-0.1918,0.01779,-0.0227
-1.0,0.0233,0.01848,-0.0415
0.0,0.2114,0.01862,-0.0578
1.0,0.3789,0.01793,-0.0673
2.0,0.5026,0.01735,-0.0669
3.0,0.6069,0.01733,-0.0628
4.0,0.7062,0.01781,-0.0581
5.0,0.8036,0.01853,-0.0533
6.0,0.8942,0.01935,-0.0474
7.0,0.9693,0.02058,-0.0398
8.0,1.0191,0.02455,-0.0298
9.0,1.0893,0.03032,-0.0239
10.0,1.1768,0.03715,-0.021
