Alpha,Cl,Cd,Cm
-10.0,-0.9836,0.04323,-0.0201
-9.0,-0.9279,0.03466,-0.0136
-8.0,-0.8464,0.02795,-0.0097
-7.0,-0.763,0.02307,-0.0049
-5.0,-0.6141,0.01643,0.0078
-4.0,-0.5363,0.01488,0.0144
-3.0,-0.4536,0.01408,0.021
-2.0,-0.3719,0.01409,0.0286
-1.0,-0.2683,0.01526,0.0321
0.0,0.0,0.01662,-0.0
1.0,0.2683,0.01526,-0.0321
2.0,0.3719,0.01409,-0.0286
3.0,0.4536,0.01408,-0.0209
4.0,0.5362,0.01487,-0.0144
5.0,0.614,0.01643,-0.0078
6.0,0.6862,0.01925,-0.001
7.0,0.7629,0.02307,0.0049
8.0,0.8464,0.02795,0.0097
9.0,0.928,0.03466,0.0136
10.0,0.9838,0.04323,0.02
