Alpha,Cl,Cd,Cm
-10.0,-0.8262,0.07007,-0.0244
-9.0,-0.885,0.05041,-0.0185
-8.0,-0.8467,0.03845,-0.0111
-7.0,-0.7693,0.03089,-0.0059
-6.0,-0.6897,0.02551,0.0001
-5.0,-0.6173,0.02209,0.0087
-4.0,-0.5423,0.02056,0.0191
-3.0,-0.4612,0.02047,0.0307
-2.0,-0.2934,0.02203,0.0271
-1.0,0.0297,0.02079,-0.015
0.0,-0.0,0.01981,-0.0
1.0,-0.0298,0.02079,0.015
2.0,0.2934,0.02202,-0.027
3.0,0.4612,0.02047,-0.0307
4.0,0.5423,0.02056,-0.019
5.0,0.6173,0.02209,-0.0087
6.0,0.6896,0.02551,-0.0001
7.0,0.7692,0.03089,0.0059
8.0,0.8467,0.03845,0.0111
9.0,0.885,0.05041,0.0185
10.0,0.8264,0.0701,0.0244
