Alpha,Cl,Cd,Cm
-10.0,-0.9823,0.04171,-0.0202
-9.0,-0.9256,0.03299,-0.014
-8.0,-0.8461,0.02668,-0.0094
-7.0,-0.763,0.02219,-0.0047
-6.0,-0.6873,0.01854,0.0013
-5.0,-0.6144,0.01585,0.008
-4.0,-0.5358,0.01434,0.0142
-3.0,-0.4522,0.01353,0.0203
-2.0,-0.369,0.01347,0.0271
-1.0,-0.2789,0.0145,0.0329
0.0,0.0,0.01587,-0.0
1.0,0.2789,0.0145,-0.0328
2.0,0.369,0.01347,-0.0271
3.0,0.4522,0.01353,-0.0203
4.0,0.5357,0.01434,-0.0142
5.0,0.6144,0.01585,-0.008
6.0,0.6873,0.01853,-0.0013
7.0,0.763,0.02219,0.0047
8.0,0.8461,0.02668,0.0094
9.0,0.9256,0.03299,0.014
10.0,0.9824,0.04171,0.0201
