Alpha,Cl,Cd,Cm
-10.0,-0.3178,0.11058,0.0061
-9.0,-0.2869,0.09802,0.0001
-8.0,-0.2579,0.08605,-0.0059
-7.0,-0.2297,0.0751,-0.0115
-6.0,-0.2009,0.06553,-0.0164
-5.0,-0.1699,0.05764,-0.0198
-4.0,-0.1363,0.05155,-0.021
-3.0,-0.1005,0.04718,-0.0195
-2.0,-0.0646,0.04431,-0.0152
-1.0,-0.0314,0.04271,-0.0083
0.0,-0.0,0.0422,-0.0
1.0,0.0314,0.04271,0.0083
2.0,0.0647,0.04431,0.0152
3.0,0.1006,0.04717,0.0195
4.0,0.1365,0.05154,0.021
5.0,0.1703,0.05762,0.0198
6.0,0.2014,0.0655,0.0163
7.0,0.2304,0.07507,0.0114
8.0,0.2587,0.08602,0.0057
9.0,0.2879,0.09799,-0.0002
10.0,0.3189,0.11057,-0.0063
