Alpha,Cl,Cd,Cm
-10.0,-0.9885,0.03958,-0.0196
-9.0,-0.9267,0.03152,-0.0138
-8.0,-0.8458,0.02607,-0.0092
-7.0,-0.7633,0.02151,-0.0045
-6.0,-0.6877,0.01809,0.0016
-5.0,-0.6148,0.01543,0.0081
-4.0,-0.5355,0.01396,0.0141
-3.0,-0.4513,0.01314,0.0198
-2.0,-0.3668,0.01303,0.026
-1.0,-0.2665,0.01402,0.0296
0.0,-0.0,0.01521,0.0
1.0,0.2665,0.01402,-0.0296
2.0,0.3667,0.01302,-0.0259
3.0,0.4512,0.01314,-0.0198
4.0,0.5354,0.01396,-0.0141
5.0,0.6148,0.01543,-0.0081
6.0,0.6876,0.01809,-0.0016
7.0,0.7633,0.02151,0.0045
8.0,0.8458,0.02607,0.0092
9.0,0.9267,0.03152,0.0137
10.0,0.9887,0.03958,0.0196
