Alpha,Cl,Cd,Cm
-10.0,-0.4871,0.10878,-0.0218
-9.0,-0.456,0.09554,-0.0213
-8.0,-0.5744,0.07117,-0.0376
-7.0,-0.6286,0.03736,-0.0362
-6.0,-0.5644,0.02879,-0.0305
-5.0,-0.4796,0.02389,-0.0265
-4.0,-0.3905,0.02103,-0.0238
-3.0,-0.3019,0.0192,-0.0217
-2.0,-0.2085,0.01801,-0.0196
-1.0,0.0107,0.01887,-0.0395
0.0,0.1963,0.01921,-0.0557
1.0,0.3668,0.0187,-0.066
2.0,0.5011,0.01794,-0.0674
3.0,0.6066,0.01788,-0.0633
4.0,0.7057,0.01835,-0.0586
5.0,0.8037,0.01903,-0.0537
6.0,0.8935,0.01983,-0.0475
7.0,0.9693,0.02102,-0.0399
8.0,1.0192,0.02491,-0.0297
9.0,1.0905,0.03089,-0.024
10.0,1.1787,0.03797,-0.0212
