Alpha,Cl,Cd,Cm
-10.0,-0.4686,0.10601,-0.0207
-9.0,-0.5071,0.09112,-0.0304
-8.0,-0.5334,0.07581,-0.0318
-7.0,-0.6373,0.03319,-0.035
-6.0,-0.5661,0.02635,-0.0296
-5.0,-0.4795,0.02211,-0.0259
-4.0,-0.3902,0.0196,-0.0234
-3.0,-0.3019,0.0182,-0.0217
-2.0,-0.1421,0.01691,-0.0317
-1.0,0.0874,0.01721,-0.0518
0.0,0.2696,0.01656,-0.0665
1.0,0.4063,0.01572,-0.0697
2.0,0.5139,0.01532,-0.0664
3.0,0.6117,0.01556,-0.0616
4.0,0.7091,0.01618,-0.0572
5.0,0.8042,0.01698,-0.0524
6.0,0.8936,0.01795,-0.0469
7.0,0.9695,0.01929,-0.0398
8.0,1.0202,0.02338,-0.0303
9.0,1.0869,0.0288,-0.0239
10.0,1.1764,0.0352,-0.0214
