Alpha,Cl,Cd,Cm
-10.0,-0.9641,0.04795,-0.0218
-9.0,-0.9202,0.03725,-0.0152
-8.0,-0.8479,0.02957,-0.0097
-7.0,-0.7636,0.02435,-0.0053
-6.0,-0.686,0.02023,0.0006
-5.0,-0.6141,0.01731,0.0076
-4.0,-0.5371,0.01572,0.0148
-3.0,-0.4559,0.01495,0.0222
-2.0,-0.3756,0.0151,0.0309
-1.0,-0.2413,0.0165,0.029
0.0,-0.0,0.01725,0.0
1.0,0.2413,0.0165,-0.029
2.0,0.3755,0.0151,-0.0309
3.0,0.4558,0.01495,-0.0222
4.0,0.5371,0.01571,-0.0148
5.0,0.614,0.01731,-0.0076
6.0,0.686,0.02023,-0.0006
7.0,0.7635,0.02435,0.0053
8.0,0.8479,0.02957,0.0097
9.0,0.9203,0.03726,0.0152
10.0,0.9642,0.04796,0.0218
