Alpha,Cl,Cd,Cm
-10,-0.4664,0.11231,-0.0166
-9,-0.46,0.09962,-0.0188
-8,-0.4447,0.08635,-0.018
-7,-0.619,0.04205,-0.0371
-6,-0.5619,0.03219,-0.0313
-5,-0.4805,0.02618,-0.0271
-4,-0.392,0.02278,-0.024
-3,-0.3031,0.0204,-0.0215
-2,-0.2248,0.01893,-0.0152
-1,-0.0776,0.02014,-0.0244
0,0.1205,0.0218,-0.0444
1,0.2961,0.02246,-0.0575
2,0.4591,0.02206,-0.065
3,0.5819,0.02181,-0.0639
4,0.6926,0.02174,-0.0601
5,0.7962,0.02211,-0.0551
6,0.8912,0.0224,-0.0485
7,0.9692,0.02336,-0.0402
8,1.0203,0.02695,-0.0296
9,1.0959,0.0335,-0.0243
10,1.1794,0.0416,-0.0208
