Alpha,Cl,Cd,Cm
-10.0,-0.4664,0.11557,-0.0141
-9.0,-0.4512,0.1024,-0.0148
-8.0,-0.4504,0.08988,-0.0145
-7.0,-0.6094,0.04631,-0.0374
-6.0,-0.559,0.03539,-0.0318
-5.0,-0.4813,0.02839,-0.0275
-4.0,-0.3947,0.02442,-0.024
-3.0,-0.3053,0.02158,-0.021
-2.0,-0.2341,0.01988,-0.0116
-1.0,-0.1289,0.0207,-0.0148
0.0,0.0514,0.02352,-0.0336
1.0,0.2344,0.02538,-0.0498
2.0,0.3973,0.0263,-0.0595
3.0,0.5395,0.02644,-0.0626
4.0,0.6666,0.02607,-0.061
5.0,0.7814,0.02575,-0.0565
6.0,0.8835,0.02544,-0.0495
7.0,0.9679,0.02594,-0.0408
8.0,1.0221,0.02906,-0.0297
9.0,1.0994,0.03597,-0.0245
10.0,1.1746,0.04507,-0.02
