Alpha,Cl,Cd,Cm
-10.0,-0.9871,0.04317,-0.0194
-9.0,-0.9273,0.03449,-0.0137
-8.0,-0.8462,0.02769,-0.0096
-7.0,-0.763,0.023,-0.0048
-6.0,-0.6865,0.0191,0.0011
-5.0,-0.6142,0.01631,0.0078
-4.0,-0.5362,0.01477,0.0144
-3.0,-0.4534,0.01397,0.0208
-2.0,-0.3714,0.01396,0.0283
-1.0,-0.2718,0.0151,0.0325
1.0,0.2718,0.0151,-0.0325
2.0,0.3713,0.01396,-0.0283
3.0,0.4533,0.01397,-0.0208
4.0,0.5361,0.01477,-0.0144
5.0,0.6142,0.01631,-0.0078
6.0,0.6865,0.0191,-0.001
7.0,0.763,0.02299,0.0048
8.0,0.8462,0.02769,0.0096
9.0,0.9274,0.03449,0.0137
10.0,0.9872,0.04319,0.0194
