Alpha,Cl,Cd,Cm
-10.0,-0.3141,0.10688,0.0115
-9.0,-0.2806,0.09354,0.0056
-8.0,-0.2484,0.08082,-0.0005
-7.0,-0.3704,0.08065,0.0218
-6.0,-0.1855,0.05874,-0.0124
-5.0,-0.152,0.05006,-0.0173
-4.0,-0.1163,0.04324,-0.0204
-3.0,-0.0792,0.03825,-0.0207
-2.0,-0.0441,0.03494,-0.0176
-1.0,-0.0176,0.03308,-0.0103
0.0,0.0,0.03248,-0.0
1.0,0.0176,0.03308,0.0103
2.0,0.0441,0.03493,0.0176
3.0,0.0794,0.03824,0.0207
4.0,0.1165,0.04322,0.0203
5.0,0.1525,0.05004,0.0172
6.0,0.1861,0.05871,0.0123
7.0,0.3709,0.08061,-0.0219
8.0,0.4049,0.09544,-0.0277
9.0,0.2817,0.09351,-0.0058
10.0,0.3154,0.10687,-0.0117
