Alpha,Cl,Cd,Cm
-10.0,-0.3534,0.10019,-0.0275
-9.0,-0.3593,0.08583,-0.0289
-8.0,-0.6644,0.04649,-0.0432
-7.0,-0.6368,0.03384,-0.0351
-6.0,-0.5656,0.02692,-0.0298
-5.0,-0.4797,0.02246,-0.0261
-4.0,-0.3901,0.01989,-0.0235
-3.0,-0.3018,0.01842,-0.0217
-2.0,-0.1561,0.01716,-0.0292
-1.0,0.0691,0.01757,-0.0489
0.0,0.255,0.01712,-0.0644
1.0,0.4055,0.01616,-0.0701
2.0,0.5129,0.01577,-0.0668
3.0,0.6128,0.01592,-0.0622
4.0,0.7085,0.01659,-0.0574
5.0,0.8048,0.01736,-0.0527
6.0,0.8938,0.0183,-0.047
7.0,0.9695,0.01962,-0.0398
8.0,1.02,0.02365,-0.0301
9.0,1.0879,0.02927,-0.024
10.0,1.1807,0.03595,-0.0221
