Alpha,Cl,Cd,Cm
-10.0,-0.948,0.05416,-0.0226
-9.0,-0.9114,0.0419,-0.0164
-8.0,-0.8481,0.03273,-0.0103
-7.0,-0.766,0.02675,-0.0055
-6.0,-0.6866,0.02211,0.0002
-5.0,-0.6149,0.01898,0.0077
-4.0,-0.5391,0.01736,0.0159
-3.0,-0.4599,0.01673,0.025
-2.0,-0.3737,0.01725,0.0342
-1.0,-0.1514,0.01876,0.0156
0.0,-0.0,0.0182,0.0
1.0,0.1514,0.01876,-0.0156
2.0,0.3737,0.01725,-0.0342
3.0,0.4599,0.01673,-0.025
4.0,0.539,0.01736,-0.0159
5.0,0.6148,0.01898,-0.0077
6.0,0.6866,0.02211,-0.0002
7.0,0.766,0.02675,0.0055
8.0,0.8481,0.03272,0.0103
9.0,0.9115,0.04191,0.0164
10.0,0.9481,0.05417,0.0226
