Alpha,Cl,Cd,Cm
-10.0,-0.5229,0.12396,0.0325
-9.0,-0.4934,0.10874,0.0314
-8.0,-0.7502,0.06303,-0.0082
-7.0,-0.7486,0.04689,-0.0036
-6.0,-0.6815,0.0393,0.0057
-5.0,-0.5998,0.03635,0.0203
-4.0,-0.4297,0.03776,0.0278
-3.0,-0.1035,0.03263,-0.0112
-2.0,-0.0164,0.02765,-0.0196
-1.0,0.0069,0.02533,-0.0133
0.0,-0.0,0.02457,-0.0
1.0,-0.0068,0.02532,0.0133
2.0,0.0165,0.02764,0.0196
3.0,0.1036,0.03262,0.0112
4.0,0.4298,0.03775,-0.0278
5.0,0.5998,0.03634,-0.0203
6.0,0.6815,0.0393,-0.0057
7.0,0.7487,0.04688,0.0036
9.0,0.6434,0.09221,-0.0032
10.0,0.5248,0.1241,-0.0328
