Alpha,Cl,Cd,Cm
-10.0,-0.6538,0.10387,0.0017
-9.0,-0.7985,0.06634,-0.0176
-8.0,-0.8268,0.04766,-0.0123
-7.0,-0.7675,0.03761,-0.0059
-6.0,-0.6927,0.03112,0.0014
-5.0,-0.6193,0.02754,0.0123
-4.0,-0.5367,0.02694,0.0265
-3.0,-0.3792,0.02843,0.0295
-2.0,-0.0338,0.02588,-0.0146
-1.0,0.0195,0.02298,-0.0146
0.0,-0.0,0.02214,-0.0
1.0,-0.0195,0.02298,0.0146
2.0,0.0338,0.02588,0.0147
3.0,0.3791,0.02843,-0.0295
4.0,0.5367,0.02694,-0.0265
5.0,0.6193,0.02754,-0.0123
6.0,0.6927,0.03112,-0.0014
7.0,0.7675,0.03761,0.0059
8.0,0.8269,0.04766,0.0123
9.0,0.7988,0.06635,0.0175
