Alpha,Cl,Cd,Cm
-10.0,-0.9415,0.05437,-0.0234
-9.0,-0.9126,0.0423,-0.0163
-8.0,-0.8475,0.03316,-0.0105
-7.0,-0.7665,0.027,-0.0055
-6.0,-0.6867,0.02233,0.0001
-5.0,-0.6151,0.01918,0.0077
-4.0,-0.5395,0.01755,0.016
-3.0,-0.4606,0.01693,0.0253
-2.0,-0.3742,0.01748,0.0347
-1.0,-0.1385,0.01899,0.0136
0.0,-0.0,0.0183,0.0
1.0,0.1385,0.01898,-0.0136
2.0,0.3741,0.01748,-0.0347
3.0,0.4605,0.01693,-0.0253
4.0,0.5394,0.01755,-0.016
5.0,0.6151,0.01918,-0.0077
6.0,0.6867,0.02233,-0.0001
7.0,0.7665,0.027,0.0055
8.0,0.8475,0.03315,0.0105
9.0,0.9126,0.0423,0.0163
10.0,0.9419,0.05437,0.0233
