Alpha,Cl,Cd,Cm
-10.0,-0.423,0.12053,-0.003
-9.0,-0.4025,0.10852,-0.0018
-8.0,-0.3781,0.09598,0.0002
-7.0,-0.5509,0.06432,-0.0306
-6.0,-0.5461,0.04684,-0.0302
-5.0,-0.4851,0.03627,-0.0266
-4.0,-0.4044,0.02994,-0.0225
-3.0,-0.3216,0.02584,-0.0161
-2.0,-0.1138,0.02423,-0.0245
-1.0,-0.1185,0.02365,-0.0151
0.0,-0.0552,0.02559,-0.0135
1.0,0.0105,0.02864,-0.0135
2.0,0.1861,0.03433,-0.0335
3.0,0.3363,0.03907,-0.0461
4.0,0.4707,0.04334,-0.0531
5.0,0.5989,0.04682,-0.0558
6.0,0.7331,0.04802,-0.0536
7.0,0.9138,0.0404,-0.044
8.0,1.0177,0.03892,-0.0316
9.0,1.0884,0.04597,-0.0238
10.0,1.1152,0.05892,-0.0162
