Alpha,Cl,Cd,Cm
-9.0,-0.739,0.07664,-0.012
-8.0,-0.8065,0.05346,-0.0118
-7.0,-0.7609,0.04174,-0.0053
-6.0,-0.6915,0.03445,0.0028
-5.0,-0.6162,0.03107,0.0154
-4.0,-0.5142,0.03145,0.0301
-3.0,-0.2372,0.03212,0.0109
-2.0,-0.0107,0.02655,-0.0198
-1.0,0.013,0.0241,-0.014
0.0,-0.0,0.02331,-0.0
1.0,-0.013,0.0241,0.0139
2.0,0.0108,0.02654,0.0198
3.0,0.2373,0.03211,-0.0109
4.0,0.5142,0.03144,-0.0301
5.0,0.6161,0.03107,-0.0154
6.0,0.6915,0.03445,-0.0028
7.0,0.7609,0.04174,0.0053
8.0,0.8066,0.05347,0.0117
9.0,0.7392,0.07667,0.0119
10.0,0.5353,0.12176,-0.0289
