Alpha,Cl,Cd,Cm
-10.0,-0.4684,0.10607,-0.0207
-9.0,-0.5117,0.09104,-0.031
-8.0,-0.5632,0.06715,-0.0382
-7.0,-0.6372,0.03323,-0.035
-6.0,-0.566,0.02638,-0.0296
-5.0,-0.4795,0.02212,-0.0259
-4.0,-0.3902,0.01962,-0.0235
-3.0,-0.3019,0.01821,-0.0217
-2.0,-0.1429,0.01692,-0.0316
-1.0,0.0865,0.01723,-0.0517
0.0,0.2689,0.01659,-0.0664
1.0,0.4062,0.01574,-0.0697
2.0,0.514,0.01534,-0.0664
3.0,0.6116,0.01558,-0.0617
4.0,0.7091,0.0162,-0.0572
5.0,0.8042,0.017,-0.0524
6.0,0.8936,0.01797,-0.0469
7.0,0.9695,0.01931,-0.0398
8.0,1.0201,0.0234,-0.0303
9.0,1.0869,0.02883,-0.0239
10.0,1.1766,0.03523,-0.0214
