Alpha,Cl,Cd,Cm
-10.0,-0.9493,0.05428,-0.0225
-9.0,-0.9116,0.04199,-0.0164
-8.0,-0.848,0.03281,-0.0104
-7.0,-0.7662,0.02682,-0.0055
-6.0,-0.6866,0.02215,0.0002
-5.0,-0.6149,0.01902,0.0077
-4.0,-0.5391,0.0174,0.0159
-3.0,-0.46,0.01677,0.0251
-2.0,-0.3737,0.01731,0.0343
-1.0,-0.1488,0.01881,0.0152
0.0,-0.0,0.01822,0.0
1.0,0.1487,0.01881,-0.0152
2.0,0.3736,0.0173,-0.0343
3.0,0.46,0.01677,-0.025
4.0,0.5391,0.0174,-0.0159
5.0,0.6149,0.01902,-0.0077
6.0,0.6866,0.02215,-0.0001
7.0,0.7661,0.02681,0.0055
8.0,0.848,0.03281,0.0104
9.0,0.9116,0.04199,0.0164
10.0,0.9494,0.05429,0.0225
