Alpha,Cl,Cd,Cm
-10,-0.9616,0.01455,-0.0103
-9,-0.8623,0.01274,-0.0078
-8,-0.7609,0.01103,-0.0055
-7,-0.653,0.01011,-0.0045
-6,-0.5425,0.0095,-0.0038
-5,-0.4312,0.00891,-0.0033
-4,-0.318,0.00857,-0.0032
-3,-0.2061,0.00796,-0.0028
-2,-0.0936,0.00737,-0.0026
-1,0.0204,0.00709,-0.0027
0,0.1312,0.00719,-0.0025
1,0.2183,0.00579,0.0015
2,0.3566,0.00626,-0.0039
3,0.5144,0.00696,-0.0143
4,0.6397,0.00746,-0.0176
5,0.7685,0.00793,-0.0219
6,0.8931,0.00849,-0.0254
7,1.0014,0.00909,-0.0255
8,1.0991,0.00972,-0.0234
9,1.1953,0.01044,-0.0211
10,1.2882,0.01139,-0.0184
