Alpha,Cl,Cd,Cm
-10.0,-0.4907,0.10645,-0.0235
-9.0,-0.4633,0.09332,-0.0234
-8.0,-0.4861,0.07923,-0.0263
-7.0,-0.6371,0.03453,-0.0349
-6.0,-0.5653,0.02736,-0.0299
-5.0,-0.4798,0.02279,-0.0262
-4.0,-0.3901,0.02015,-0.0236
-3.0,-0.3018,0.01857,-0.0217
-2.0,-0.1657,0.01738,-0.0275
0.0,0.2424,0.01758,-0.0625
1.0,0.3981,0.01668,-0.0693
2.0,0.5094,0.01625,-0.0667
3.0,0.6106,0.01634,-0.0623
4.0,0.7092,0.0169,-0.0578
5.0,0.8048,0.01768,-0.0529
6.0,0.8935,0.01862,-0.0471
7.0,0.9694,0.01991,-0.0398
8.0,1.0199,0.02391,-0.0301
9.0,1.0893,0.02968,-0.0242
10.0,1.1767,0.03589,-0.0212
