Alpha,Cl,Cd,Cm
-10.0,-1.0647,0.01435,0.0027
-9.0,-0.9585,0.01286,0.003
-8.0,-0.8489,0.01185,0.0029
-7.0,-0.7405,0.00984,0.0029
-6.0,-0.628,0.00878,0.0024
-5.0,-0.5142,0.0077,0.0018
-4.0,-0.399,0.00683,0.0009
-3.0,-0.2823,0.00629,-0.0002
-2.0,-0.1648,0.00584,-0.0014
-1.0,-0.0451,0.00582,-0.0035
0.0,0.0764,0.00521,-0.0071
1.0,0.1961,0.00488,-0.0098
2.0,0.314,0.00511,-0.0115
3.0,0.431,0.0054,-0.013
4.0,0.547,0.00568,-0.0141
5.0,0.6613,0.00605,-0.015
6.0,0.7736,0.0068,-0.0158
7.0,0.8835,0.00775,-0.0162
8.0,0.992,0.00872,-0.0164
9.0,1.0996,0.0097,-0.0166
10.0,1.2095,0.01084,-0.0176
