Alpha,Cl,Cd,Cm
-10.0,-0.494,0.12395,0.035
-9.0,-0.4548,0.10837,0.0333
-8.0,-0.6663,0.07602,0.0022
-7.0,-0.708,0.0555,0.0013
-6.0,-0.6576,0.04615,0.0111
-5.0,-0.5455,0.04426,0.0261
-4.0,-0.2906,0.04183,0.0135
-3.0,-0.0599,0.03273,-0.0205
-2.0,-0.0221,0.02887,-0.0193
-1.0,0.0011,0.02666,-0.0126
0.0,-0.0,0.02594,-0.0
1.0,-0.0011,0.02666,0.0126
2.0,0.0221,0.02886,0.0193
3.0,0.0601,0.03272,0.0205
4.0,0.2909,0.04181,-0.0135
5.0,0.5458,0.04425,-0.0261
6.0,0.6577,0.04614,-0.0111
7.0,0.7147,0.05487,-0.0009
8.0,0.6982,0.07313,0.0007
9.0,0.5852,0.10147,-0.0146
10.0,0.495,0.12397,-0.0352
