Alpha,Cl,Cd,Cm
-8.0,-0.7574,0.06328,-0.008
-7.0,-0.7383,0.0487,-0.0029
-6.0,-0.683,0.03994,0.0062
-5.0,-0.5995,0.03713,0.0213
-4.0,-0.4221,0.03854,0.0278
-3.0,-0.0718,0.03221,-0.0173
-2.0,-0.0174,0.02786,-0.0196
-1.0,0.0058,0.02556,-0.0132
0.0,-0.0,0.02481,-0.0
1.0,-0.0058,0.02556,0.0132
2.0,0.0175,0.02786,0.0195
3.0,0.0719,0.0322,0.0173
4.0,0.4222,0.03853,-0.0279
5.0,0.5995,0.03713,-0.0212
6.0,0.683,0.03993,-0.0062
7.0,0.7383,0.0487,0.0029
8.0,0.7575,0.06329,0.008
10.0,0.5245,0.12501,-0.0338
